country,region,ID,fgm,se,year.fgm,source.fgm,source.shapefile,year.shapefile,comment
Egypt,Matroh,EgyptMatroh,0.152730606,0.036893047,2014,DHS,DHS,2014,
Egypt,Menoufia,EgyptMenoufia,0.948697746,0.009898486,2014,DHS,DHS,2014,
Egypt,Menya,EgyptMenya,0.932436051,0.012770118,2014,DHS,DHS,2014,
Egypt,New Valley,EgyptNew Valley,0.974485955,0.01715714,2014,DHS,DHS,2014,
Egypt,Port Said,EgyptPort Said,0.7275,0.025037354,2014,DHS,DHS,2014,
Egypt,Qena,EgyptQena,0.990756646,0.003240452,2014,DHS,DHS,2014,
Egypt,Red Sea,EgyptRed Sea,0.892176284,0.032686323,2014,DHS,DHS,2014,
Egypt,Sharkia,EgyptSharkia,0.946729072,0.006975942,2014,DHS,DHS,2014,
Egypt,Souhag,EgyptSouhag,0.983979775,0.004613673,2014,DHS,DHS,2014,
Egypt,Suez,EgyptSuez,0.837234043,0.024613644,2014,DHS,DHS,2014,
Eritrea,Anseba,EritreaAnseba,0.991,#N/A,2010,Popoulation and Heatlh Survye,DHS,2002,
Eritrea,Debub,EritreaDebub,0.979,#N/A,2010,Popoulation and Heatlh Survye,DHS,2002,
Eritrea,Debubawi Keih Bahri,EritreaDebubawi Keih Bahri,0.994,#N/A,2010,Popoulation and Heatlh Survye,DHS,2002,
Eritrea,Gash-Barka,EritreaGash-Barka,0.99,#N/A,2010,Popoulation and Heatlh Survye,DHS,2002,
Eritrea,Maekal,EritreaMaekal,0.981,#N/A,2010,Popoulation and Heatlh Survye,DHS,2002,
Eritrea,Semenawi Keih Bahri,EritreaSemenawi Keih Bahri,0.994,#N/A,2010,Popoulation and Heatlh Survye,DHS,2002,
Ethiopia,Addis Abeba,EthiopiaAddis Abeba,0.53811486,0.024032159,2016,DHS,DHS,2016,
Ethiopia,Affar,EthiopiaAffar,0.910174096,0.018955199,2016,DHS,DHS,2016,
Ethiopia,Amhara,EthiopiaAmhara,0.615812901,0.036414474,2016,DHS,DHS,2016,
Ethiopia,Ben-Gumz,EthiopiaBen-Gumz,0.629066696,0.047854056,2016,DHS,DHS,2016,
Ethiopia,Dire Dawa,EthiopiaDire Dawa,0.751450392,0.025766712,2016,DHS,DHS,2016,
Ethiopia,Gambela,EthiopiaGambela,0.330351511,0.041652828,2016,DHS,DHS,2016,
Ethiopia,Harari,EthiopiaHarari,0.817354813,0.023825991,2016,DHS,DHS,2016,
Ethiopia,Oromiya,EthiopiaOromiya,0.74474425,0.025322358,2016,DHS,DHS,2016,
Ethiopia,SNNP,EthiopiaSNNP,0.619606334,0.047480254,2016,DHS,DHS,2016,
Ethiopia,Somali,EthiopiaSomali,0.981619341,0.008135341,2016,DHS,DHS,2016,
Ethiopia,Tigray,EthiopiaTigray,0.241186384,0.043197775,2016,DHS,DHS,2016,
Ghana,Ashanti,GhanaAshanti,0.037518059,0.015503549,2011,MICS,DHS,2014,
Ghana,Brong Ahafo,GhanaBrong Ahafo,0.10880945,0.036098097,2011,MICS,DHS,2014,
Ghana,Central,GhanaCentral,0.015957351,0.006284266,2011,MICS,DHS,2014,
Ghana,Eastern,GhanaEastern,0.036874069,0.021052905,2011,MICS,DHS,2014,
Ghana,Greater Accra,GhanaGreater Accra,0.03034968,0.018706429,2011,MICS,DHS,2014,
Ghana,Northern,GhanaNorthern,0.121489935,0.036004909,2011,MICS,DHS,2014,
Ghana,Upper East,GhanaUpper East,0.411367913,0.039702173,2011,MICS,DHS,2014,
Ghana,Upper West,GhanaUpper West,0.567582856,0.029134515,2011,MICS,DHS,2014,
Ghana,Volta,GhanaVolta,0.005390716,0.002917914,2011,MICS,DHS,2014,
Ghana,Western,GhanaWestern,0.026013434,0.012793552,2011,MICS,DHS,2014,
Guinea,Boke,GuineaBoke,1,0,2012,DHS,DHS,2012,
Guinea,Conakry,GuineaConakry,0.967806254,0.006748721,2012,DHS,DHS,2012,
Guinea,Faranah,GuineaFaranah,0.997075065,0.001833969,2012,DHS,DHS,2012,
Guinea,Kankan,GuineaKankan,0.993866189,0.00282573,2012,DHS,DHS,2012,
Guinea,Kindia,GuineaKindia,0.995937197,0.001853957,2012,DHS,DHS,2012,
Guinea,Labe,GuineaLabe,0.998218794,0.001279957,2012,DHS,DHS,2012,
Guinea,Mamou,GuineaMamou,0.996742332,0.002301378,2012,DHS,DHS,2012,
Guinea,Nzerekore,GuineaNzerekore,0.871064478,0.044822518,2012,DHS,DHS,2012,
Guinea Bissau,Bafata,Guinea BissauBafata,0.864789285,0.030682521,2014,MICS,OCHA.HDX,2018,
Guinea Bissau,Biombo,Guinea BissauBiombo,0.0417054,0.014793584,2014,MICS,OCHA.HDX,2018,
Guinea Bissau,Bissau,Guinea BissauBissau,0.345446082,0.035903023,2014,MICS,OCHA.HDX,2018,
Guinea Bissau,Bolama/Bijagos,Guinea BissauBolama/Bijagos,0.200441005,0.067689637,2014,MICS,OCHA.HDX,2018,
Guinea Bissau,Cacheu,Guinea BissauCacheu,0.174394509,0.052714313,2014,MICS,OCHA.HDX,2018,
Guinea Bissau,Gabu,Guinea BissauGabu,0.973884619,0.007623832,2014,MICS,OCHA.HDX,2018,
Guinea Bissau,Oio,Guinea BissauOio,0.466748692,0.074867395,2014,MICS,OCHA.HDX,2018,
Guinea Bissau,Quinara,Guinea BissauQuinara,0.498094815,0.063024031,2014,MICS,OCHA.HDX,2018,
Guinea Bissau,Tombali,Guinea BissauTombali,0.604356191,0.069316637,2014,MICS,OCHA.HDX,2018,
Kenya,Baringo,KenyaBaringo,0.283592615,0.048712054,2014,DHS,DHS,2014,
Kenya,Bomet,KenyaBomet,0.41914241,0.038473555,2014,DHS,DHS,2014,
Kenya,Bungoma,KenyaBungoma,0.011575251,0.005902341,2014,DHS,DHS,2014,
Kenya,Busia,KenyaBusia,0.003781234,0.002765817,2014,DHS,DHS,2014,
Kenya,Elgeyo Marakwet,KenyaElgeyo Marakwet,0.27727331,0.040456479,2014,DHS,DHS,2014,
Kenya,Embu,KenyaEmbu,0.36566544,0.030985455,2014,DHS,DHS,2014,
Kenya,Garissa,KenyaGarissa,0.950968127,0.019999724,2014,DHS,DHS,2014,
Kenya,Homa Bay,KenyaHoma Bay,0.028850166,0.012271504,2014,DHS,DHS,2014,
Kenya,Isiolo,KenyaIsiolo,0.682271458,0.075314093,2014,DHS,DHS,2014,
Kenya,Kajiado,KenyaKajiado,0.363123402,0.052731704,2014,DHS,DHS,2014,
Kenya,Kakamega,KenyaKakamega,0.008049572,0.004759195,2014,DHS,DHS,2014,
Kenya,Kericho,KenyaKericho,0.233007085,0.027802839,2014,DHS,DHS,2014,
Kenya,Kiambu,KenyaKiambu,0.138015508,0.017894797,2014,DHS,DHS,2014,
Kenya,Kilifi,KenyaKilifi,0.006345058,0.003741303,2014,DHS,DHS,2014,
Kenya,Kirinyaga,KenyaKirinyaga,0.284910977,0.036549452,2014,DHS,DHS,2014,
Kenya,Kisii,KenyaKisii,0.896203158,0.019926943,2014,DHS,DHS,2014,
Kenya,Kisumu,KenyaKisumu,0.01459847,0.010452571,2014,DHS,DHS,2014,
Kenya,Kitui,KenyaKitui,0.296062187,0.048250606,2014,DHS,DHS,2014,
Kenya,Kwale,KenyaKwale,0.103166668,0.031775554,2014,DHS,DHS,2014,
Kenya,Laikipia,KenyaLaikipia,0.270369774,0.049123519,2014,DHS,DHS,2014,
Kenya,Lamu,KenyaLamu,0.170669127,0.050114458,2014,DHS,DHS,2014,
Kenya,Machakos,KenyaMachakos,0.070624073,0.018018506,2014,DHS,DHS,2014,
Kenya,Makueni,KenyaMakueni,0.025814832,0.00901947,2014,DHS,DHS,2014,
Kenya,Mandera,KenyaMandera,0.996909303,0.00312147,2014,DHS,DHS,2014,
Kenya,Marsabit,KenyaMarsabit,0.944403729,0.023759712,2014,DHS,DHS,2014,
Kenya,Meru,KenyaMeru,0.355164884,0.046583014,2014,DHS,DHS,2014,
Kenya,Migori,KenyaMigori,0.252763238,0.073279829,2014,DHS,DHS,2014,
Kenya,Mombasa,KenyaMombasa,0.074462999,0.023925703,2014,DHS,DHS,2014,
Kenya,Murang'a,KenyaMurang'a,0.249871252,0.031184606,2014,DHS,DHS,2014,
Kenya,Nairobi,KenyaNairobi,0.080604212,0.015552399,2014,DHS,DHS,2014,
Kenya,Nakuru,KenyaNakuru,0.177739245,0.029664843,2014,DHS,DHS,2014,
Kenya,Nandi,KenyaNandi,0.086809411,0.014172546,2014,DHS,DHS,2014,
Kenya,Narok,KenyaNarok,0.622923279,0.044529597,2014,DHS,DHS,2014,
Kenya,Nyamira,KenyaNyamira,0.913009046,0.035924827,2014,DHS,DHS,2014,
Kenya,Nyandarua,KenyaNyandarua,0.184944796,0.020460648,2014,DHS,DHS,2014,
Kenya,Nyeri,KenyaNyeri,0.046694496,0.011386706,2014,DHS,DHS,2014,
Kenya,Samburu,KenyaSamburu,0.796685081,0.039821699,2014,DHS,DHS,2014,
Kenya,Siaya,KenyaSiaya,0.019032534,0.007753959,2014,DHS,DHS,2014,
Kenya,Taita Taveta,KenyaTaita Taveta,0.227468007,0.047292216,2014,DHS,DHS,2014,
Kenya,Tana River,KenyaTana River,0.572308328,0.107648192,2014,DHS,DHS,2014,
Kenya,Tharaka-Nithi,KenyaTharaka-Nithi,0.398776438,0.061530654,2014,DHS,DHS,2014,
Kenya,Trans-Nzoia,KenyaTrans-Nzoia,0.091628067,0.028946877,2014,DHS,DHS,2014,
Kenya,Turkana,KenyaTurkana,0.034522841,0.021949729,2014,DHS,DHS,2014,
Kenya,Uasin Gishu,KenyaUasin Gishu,0.134330816,0.021384859,2014,DHS,DHS,2014,
Kenya,Vihiga,KenyaVihiga,0.003328675,0.003329398,2014,DHS,DHS,2014,
Kenya,Wajir,KenyaWajir,0.986060143,0.007887744,2014,DHS,DHS,2014,
Kenya,West Pokot,KenyaWest Pokot,0.717690057,0.048425597,2014,DHS,DHS,2014,
Liberia,Bomi,LiberiaBomi,0.647193637,0.048367337,2013,DHS,DHS,2013,
Liberia,Bong,LiberiaBong,0.779892953,0.031910913,2013,DHS,DHS,2013,
Liberia,Gbarpolu,LiberiaGbarpolu,0.699464202,0.034335311,2013,DHS,DHS,2013,
Liberia,Grand Bassa,LiberiaGrand Bassa,0.617137962,0.045995899,2013,DHS,DHS,2013,
Liberia,Grand Cape Mount,LiberiaGrand Cape Mount,0.687514263,0.028568845,2013,DHS,DHS,2013,
Liberia,Grand Gedeh,LiberiaGrand Gedeh,0.085071424,0.012022397,2013,DHS,DHS,2013,
Liberia,Grand Kru,LiberiaGrand Kru,0.038280833,0.024223693,2013,DHS,DHS,2013,
Liberia,Lofa,LiberiaLofa,0.74121537,0.038362095,2013,DHS,DHS,2013,
Liberia,Margibi,LiberiaMargibi,0.476557173,0.032791232,2013,DHS,DHS,2013,
Liberia,Maryland,LiberiaMaryland,0.018888438,0.005796937,2013,DHS,DHS,2013,
Liberia,Montserrado,LiberiaMontserrado,0.308611506,0.027070091,2013,DHS,DHS,2013,
Liberia,Nimba,LiberiaNimba,0.581180385,0.027435015,2013,DHS,DHS,2013,
Liberia,River Cess,LiberiaRiver Cess,0.308935784,0.044730688,2013,DHS,DHS,2013,
Liberia,River Gee,LiberiaRiver Gee,0.051047739,0.01782857,2013,DHS,DHS,2013,
Liberia,Sinoe,LiberiaSinoe,0.059149492,0.019214942,2013,DHS,DHS,2013,
Mali,Bamako,MaliBamako,0.882431815,0.010746203,2015,MICS,MIS,2015,
Mali,Gao,MaliGao,0.004409511,0.001889523,2015,MICS,MIS,2015,
Mali,Kayes,MaliKayes,0.884442949,0.012574828,2015,MICS,MIS,2015,
Mali,Koulikoro,MaliKoulikoro,0.96775623,0.008289909,2015,MICS,MIS,2015,
Mali,Mopti,MaliMopti,0.74578183,0.029662427,2015,MICS,MIS,2015,
Mali,Segou,MaliSegou,0.840295941,0.01894381,2015,MICS,MIS,2015,
Mali,Sikasso,MaliSikasso,0.917353914,0.013024844,2015,MICS,MIS,2015,
Mali,Tombouctou,MaliTombouctou,0.329240906,0.072236408,2015,MICS,MIS,2015,
Mauritania,Adrar,MauritaniaAdrar,0.609380101,0.05458792,2015,MICS,OCHA.HDX,2017,
Mauritania,Assaba,MauritaniaAssaba,0.978983432,0.005780775,2015,MICS,OCHA.HDX,2017,
Mauritania,Brakna,MauritaniaBrakna,0.717238624,0.042698653,2015,MICS,OCHA.HDX,2017,
Mauritania,Dakhlet-Nouadhibou,MauritaniaDakhlet-Nouadhibou,0.457156626,0.051450773,2015,MICS,OCHA.HDX,2017,
Mauritania,Gorgol,MauritaniaGorgol,0.925713247,0.028507372,2015,MICS,OCHA.HDX,2017,
Mauritania,Guidimakha,MauritaniaGuidimakha,0.988758661,0.005486575,2015,MICS,OCHA.HDX,2017,
Mauritania,Hodh Ech Chargi,MauritaniaHodh Ech Chargi,0.950713077,0.014492831,2015,MICS,OCHA.HDX,2017,
Mauritania,Hodh El Gharbi,MauritaniaHodh El Gharbi,0.959727469,0.011044739,2015,MICS,OCHA.HDX,2017,
Mauritania,Inchiri,MauritaniaInchiri,0.135397759,0.052557069,2015,MICS,OCHA.HDX,2017,
Mauritania,Nouakchott,MauritaniaNouakchott,0.547332189,0.036302537,2015,MICS,OCHA.HDX,2017,
Mauritania,Tagant,MauritaniaTagant,0.881347382,0.036863153,2015,MICS,OCHA.HDX,2017,
Mauritania,Tiris-Zemmour,MauritaniaTiris-Zemmour,0.411777633,0.024229007,2015,MICS,OCHA.HDX,2017,
Mauritania,Trarza,MauritaniaTrarza,0.257424935,0.072130798,2015,MICS,OCHA.HDX,2017,
Niger,Agadez,NigerAgadez,0.001930168,0.001367418,2012,DHS,DHS,2012,
Niger,Diffa,NigerDiffa,0.000756678,0.000757292,2012,DHS,DHS,2012,
Niger,Dosso,NigerDosso,0.001278384,0.000893739,2012,DHS,DHS,2012,
Niger,Maradi,NigerMaradi,0.002768261,0.001242509,2012,DHS,DHS,2012,
Niger,Niamey,NigerNiamey,0.018250596,0.005541634,2012,DHS,DHS,2012,
Niger,Tahoua,NigerTahoua,0.011300464,0.004013694,2012,DHS,DHS,2012,
Niger,Tillaberi,NigerTillaberi,0.092450764,0.023894272,2012,DHS,DHS,2012,
Niger,Zinder,NigerZinder,0.01577437,0.004486583,2012,DHS,DHS,2012,
Nigeria,Abia,NigeriaAbia,0.338436385,0.023664859,2017,MICS,DHS,2013,
Nigeria,Adamawa,NigeriaAdamawa,0.000918584,0.000920342,2017,MICS,DHS,2013,
Nigeria,Akwa Ibom,NigeriaAkwa Ibom,0.1075735,0.01817691,2017,MICS,DHS,2013,
Nigeria,Anambra,NigeriaAnambra,0.176623377,0.020848031,2017,MICS,DHS,2013,
Nigeria,Bauchi,NigeriaBauchi,0.000751417,0.000548114,2017,MICS,DHS,2013,
Nigeria,Bayelsa,NigeriaBayelsa,0.271485524,0.031411436,2017,MICS,DHS,2013,
Nigeria,Benue,NigeriaBenue,0.042382875,0.019619056,2017,MICS,DHS,2013,
Nigeria,Borno,NigeriaBorno,0.041763833,0.022904015,2017,MICS,DHS,2013,
Nigeria,Cross River,NigeriaCross River,0.240941209,0.031809978,2017,MICS,DHS,2013,
Nigeria,Delta,NigeriaDelta,0.353813075,0.028075763,2017,MICS,DHS,2013,
Nigeria,Ebonyi,NigeriaEbonyi,0.430624052,0.024832797,2017,MICS,DHS,2013,
Nigeria,Edo,NigeriaEdo,0.377828451,0.035251725,2017,MICS,DHS,2013,
Nigeria,Ekiti,NigeriaEkiti,0.676091917,0.028547952,2017,MICS,DHS,2013,
Nigeria,Enugu,NigeriaEnugu,0.21864759,0.03211938,2017,MICS,DHS,2013,
Nigeria,FCT-Abuja,NigeriaFCT-Abuja,0.069458685,0.009876307,2017,MICS,DHS,2013,
Nigeria,Gombe,NigeriaGombe,0,0,2017,MICS,DHS,2013,
Nigeria,Imo,NigeriaImo,0.555965449,0.034163935,2017,MICS,DHS,2013,
Nigeria,Jigawa,NigeriaJigawa,0.196656141,0.024234335,2017,MICS,DHS,2013,
Nigeria,Kaduna,NigeriaKaduna,0.396793121,0.049373514,2017,MICS,DHS,2013,
Nigeria,Kano,NigeriaKano,0.311517278,0.026955876,2017,MICS,DHS,2013,
Nigeria,Katsina,NigeriaKatsina,0.006115714,0.002938956,2017,MICS,DHS,2013,
Nigeria,Kebbi,NigeriaKebbi,0.000757335,0.00075371,2017,MICS,DHS,2013,
Nigeria,Kogi,NigeriaKogi,0.014965889,0.005904167,2017,MICS,DHS,2013,
Nigeria,Kwara,NigeriaKwara,0.54587186,0.042728839,2017,MICS,DHS,2013,
Nigeria,Lagos,NigeriaLagos,0.250187753,0.013896618,2017,MICS,DHS,2013,
Nigeria,Nasarawa,NigeriaNasarawa,0.150836249,0.0291028,2017,MICS,DHS,2013,
Nigeria,Niger,NigeriaNiger,0.005803629,0.002193844,2017,MICS,DHS,2013,
Nigeria,Ogun,NigeriaOgun,0.2038436,0.022570676,2017,MICS,DHS,2013,
Nigeria,Ondo,NigeriaOndo,0.448724623,0.032784933,2017,MICS,DHS,2013,
Nigeria,Osun,NigeriaOsun,0.715078691,0.027597476,2017,MICS,DHS,2013,
Nigeria,Oyo,NigeriaOyo,0.637082887,0.030710244,2017,MICS,DHS,2013,
Nigeria,Plateau,NigeriaPlateau,0.058835971,0.023509963,2017,MICS,DHS,2013,
Nigeria,Rivers,NigeriaRivers,0.15616293,0.026332627,2017,MICS,DHS,2013,
Nigeria,Sokoto,NigeriaSokoto,0.004395392,0.002300065,2017,MICS,DHS,2013,
Nigeria,Taraba,NigeriaTaraba,0.014116469,0.007451655,2017,MICS,DHS,2013,
Nigeria,Yobe,NigeriaYobe,0,0,2017,MICS,DHS,2013,
Nigeria,Zamfara,NigeriaZamfara,0.263939962,0.053604475,2017,MICS,DHS,2013,
Senegal,Dakar,SenegalDakar,0.178201533,0.019597297,2017,DHS,DHS,2017,
Senegal,Diourbel,SenegalDiourbel,0.006459817,0.002006729,2017,DHS,DHS,2017,
Senegal,Fatick,SenegalFatick,0.075754103,0.024353125,2017,DHS,DHS,2017,
Senegal,Kaffrine,SenegalKaffrine,0.092956486,0.029901953,2017,DHS,DHS,2017,
Senegal,Kaolack,SenegalKaolack,0.092822169,0.025342263,2017,DHS,DHS,2017,
Senegal,Kedougou,SenegalKedougou,0.871031877,0.0247155,2017,DHS,DHS,2017,
